registro,titulo,autor,codmat
19228,"ORGANIZACIONES ESTRUCTURA Y PROCESO","HALL, RICHARD H.","370 H"
19229,"ORGANIZACIONES ESTRUCTURA Y PROCESO","HALL, RICHARD H.","370 H"
19230,"ORGANIZACIONES ESTRUCTURA Y PROCESO","HALL, RICHARD H.","370 H"
19231,"LA SOCIEDAD ANONIMA","ACEDO MANUEL","340A"
19232,"MANUAL DE TRABAJO .PRACT EN LA PSICOLOGIA EDUCACIONAL","WAISBRQ B,IVA","370W"
19233,"CURSO DE ECONOMIA POLITICA","NAPOLEONI, C.","330N"
19234,"ESCRITOS TECNICOS DE FREUD, LOS","LACON, JACQUES","150L"
19235,"ESCRITOS TECNICOS DE FREUD, LOS","LACON, JACQUES","150L"
19237,"FOTOSINTESIS","ASIMOV , ISAAC","800A"
19238,"INTRODUCCION A LA DINAMICA DE GRUPO","HUSENMAR, MANUEL","150H"
19239,"INTRODUCCION A LA DINAMICA DE GRUPO","HUSENMAR, MANUEL","150H"
19240,"CRONICA DE UNA MUERTE ANUNCIADA","GARCIA M. GABRIEL","800G"
19241,"CRONICA DE UNA MUERTE ANUNCIADA","GARCIA M. GABRIEL","800G"
19242,"CRONICA DE UNA MUERTE ANUNCIADA","GARCIA M. GABRIEL","800G"
19243,"UNA NACION LLAMADA VENEZUELA","CARRERA, GERMAN","900 C"
19244,"EL PROBLEMA DE LA TIERRA","DE LA PLAZA SALVADOR","900D"
19245,"LIBERTAD, DEMOCRACIA Y CORRUCCION.","BALL M, CARLOS M.","320B"
19246,"SANCIONES EN DERECHO ADMINISTRATIVO.","CHIOSSONE, TULIO.","342CH"
19247,"INTRODUCCION A LOS SISTEMAS AUTOMATIZADOS DE BIBLIOTECAS.","TEDD, LUCY A.","020T."
19248,"INTRODUCCION A LOS SISTEMAS AUTOMATIZADOS DE BIBLIOTECAS","TEDD, LUCY A.","020 T"
19249,"TOVARISCH, YO NO ESTOY MUERTO.","URBAN, GARRI S.","800U"
19250,"GRAN CAFE","MASO, FAUSTO","800M"
19252,"ELABORACION DE FRUTAS Y HORTALIZAS.","MANUALES PARA EDUC. AGROPECUAR","630M"
19253,"ELABORACION DE FRUTAS Y HORTALIZAS.","MANUALES PARA EDUC. AGROPECUAR","630M"
19255,"APRENDIZAJE Y MEMORIA.","FRAISSE, PAUL/PIAGET, JEAN","370F"
19256,"APRENDIZAJE Y MEMORIA.","FRAISSE, PAUL/PIAGET, JEAN","370F"
19257,"PSICOLOGIA DE LA ORGANIZACION.","SCHEIN, EDGAR H.","658S"
19259,"ORIGEN DE LA VIDA, EL.","OPARIN, A.","575O"
19260,"ORIGEN DE LA VIDA, EL.","OPARIN, A.","575O"
19261,"ORIGEN DE LA VIDA, EL.","OPARIN, A.","575O"
19262,"ORIGEN DE LA VIDA, EL.","OPARIN, A.","575O"
19263,"MANUAL DE TESIS DE GRADO.","RUIZ B, CARLOS.","001R"
19265,"ETICA Y CIENCIA.","BUNGE, MARIO.","100B"
19266,"ETICA Y CIENCIA.","BUNGE, MARIO.","100B"
19267,"HISTORIA ECONOMICA Y SOCIAL DE VENEZUELA.","BRITO F, FEDERICO.","900B"
19268,"HISTORIA ECONOMICA Y SOCIAL DE VENEZUELA.","BRITO F, FEDERICO.","900B"
19269,"HISTORIA ECONOMICA Y SOCIAL DE VENEZUELA.","BRITO F, FEDERICO.","900B"
19270,"TECNOLOGIA EDUCACIONAL.","ARAUJO, JOAO B.","370A"
19273,"PROCESO ADMINISTRATIVO, EL.","FERNANDEZ A, JOSE A,","658F"
19274,"PROCESO ADMINISTRATIVO, EL.","FERNANDEZ A, JOSE A,","658F"
19275,"COMPENDIO DE DIDACTICA GENERAL.","DE MATOS, LUIZ A.","370D"
19276,"CONTABILIDAD DE COSTOS. TOMO II.","MATZ, ADOLPH.","657M"
19278,"DERECHO CIVIL (PERSONAS).","AGUILAR G. JOSE L.","340A"
19279,"LEXICON PSICOLOGIA, VOL.I","PIERON, HENRY.","150K"
19280,"LEXICON PSICOLOGIA, VOL. II.","PIRON, HENRY.","150K"
19281,"PAUTAS PARA LA EVALUACION DE PROYECTOS.","O,N.U.","330O"
19282,"APRENDIZAJE.","KELLER, FRED S.","370K"
19283,"HISTORIA DE ECONOMIA GENERAL.","WEBER, MAX.","900W"
19286,"INTRODUCCION A LA PSICOLOGIA","COFER, CHARLES N.","150 C"
19287,"DEFENSA EN EL JUICIO DEL TRABAJO, LA","NARANJO, YURY","340 N"
19288,"DEFENSA EN EL JUICIO DEL TRABAJO, LA","NARANJO, YURY","340 N"
19289,"PRUEBA EN EL JUICIO DE TRABAJO, LA","NARANJO, YURY","340 N"
19290,"APUNTES DE OBLIGACIONES","PALACIOS H. OSCAR","340 P"
19291,"APUNTES DE OBLIGACIONES","PALACIOS H. OSCAR","340 P"
19292,"IDEOLOGIA COMO MENSAJE Y MASAJE, LA","AGUIRRE, JESUS M.","145 A"
19293,"IDEOLOGIA COMO MENSAJE Y MASAJE,LA","AGUIRRE, JESUS M.","145A"
19294,"IDEOLOGIA COMO MENSAJE Y MASAJE,LA","AGUIRRE, JESUS M.","145A"
19296,"PRESENTE Y FUTURO DEL AUDIOVISUAL EN EDUCACION","TREFFEL, JACQUES","370 T"
19297,"LA FRANCE EN DIRECT","CAPELLE, JANINE","407 C"
19298,"LA TRANCE EN DIRECT","CAPELLE, JANINE","407 C"
19299,"LA FRANCE EN DIRECT 3","CAPELLE, JANINE","407 C"
19305,"BIENES Y DERECHOS REALES","EGAÑA, MANUEL","340 E"
19307,"DERECHO VENEZOLANO DE LOS SEGUROS TERRESTRES, EL","LE BOULENGE, JEAN-MARIE","340 L"
19308,"ADMINISTRACION POR PROYECTOS","MARTIN, CHARLES C.","658 M"
19310,"INTRODUCCION A LA PROBABILIDAD Y LA ESTADISTICA","MENDENHALL, WILLIAM","519 M"
19311,"INTRODUCCION A LA PROBABILIDAD Y LA ESTADISTICA","MENDENHALL, WILLIAM","519 M"
19312,"CONCEPTOS DE LOS SISTEMAS DE INFORMACION PARA LA ADMINISTRACION","LUCAS, HENRY C.","020 L"
19313,"CONCEPTOS DE LOS SISTEMAS DE INFORMACION PARA LA ADMINISTRACION","LUCAS, HENRY C.","020 L"
19314,"APRECIACAION LITERARIA","SAMBRANO, OSCAR","800 S"
19315,"APRECIACAION LITERARIA","SAMBRANO, OSCAR","800 S"
19316,"IDEOLOGIA ALEMANA, LA","MARX, CARLOS","100 M"
19317,"VENDEDOR MAS GRANDE DEL MUNDO, EL","MANDINO, OG","800 M"
19318,"ENEIDA, LA","VIRGILIO","800 V"
19319,"CINEMATOGRAFIA AMATEUR","PETZOLD, PAUL","384 P"
19320,"INTRODUCCION A LA PSICOLOGIA","HILGARD, ERNEST R.","150 H"
19321,"INTRODUCCION A LA PSICOLOGIA","HILGARD, ERNEST R.","150 H"
19322,"TELEVISION, VIOLENCIA Y AGRESION","MUÑOZ C., CARLOS","070 M"
19323,"NIÑO QUE NO APRENDE, EL","MIRA Y LOPEZ, EMILIO","370 M"
19324,"NIÑO QUE NO APRENDE, EL","MIRA Y LOPEZ, EMILIO","370 M"
19325,"LECTURA DE HENRY MILLER","DURRELL, LAWRENCE","800 D"
19326,"CAMBIO SOCIAL Y URBANIZACION","SUAREZ, M. M.","301 S"
19327,"LITERATURA SECUNDARIA","HERNANDEZ M., ROBERTO","800 H"
19328,"DERECHO ADMINISTRATIVO","RIVERO, JEAN","342 R"
19329,"ORIENTADOR EXPERTO, EL","EGAN, GERARD","371 E"
19334,"LIBRO PARA EDUCADORES DE NIÑOS EN EDAD PREESCOLAR","HESS, ROBERT D.","370 H"
19335,"LIBRO PARA EDUCADORES DE NIÑOS.","HESS, ROBERT D.","370H"
19336,"MENOR EN LA LEGISLACION VENEZOLANA, EL","CALVO B. EMILIO","340 C"
19337,"PSICOMOTRICIDAD EN EL JARDIN DE INFANTES, LA","ESPARZA, ALICIA","150 E"
19338,"JARDIN DE INFANTES, EL","FAURE, MADELEINE","370 F"
19340,"SANCIONES EN DERECHO ADMINISTRATIVO","CHIOSSONE, TULIO","342CH"
19342,"PSICOLOGIA DE LA EDUCACION","ANASTASI, A.","370 A"
19343,"PSICOLOGIA DE LA EDUCACION","ANASTASI, A.","370 A"
19344,"PSICOLOGIA DE LA EDUCACION","ANASTASI, A.","370 A"
19345,"PSICOLOGIA DE LA EDUCACION","ANASTASI, A.","370 A"
19346,"ATLAS UNIVERSAL","PLANETA","912 P"
19347,"PENSAMIENTO ORGANIZATIVO I","KLIKSBERG, BERNARDO","658 K"
19348,"PENSAMIENTO ORGANIZATIVO I","KLIKSBERG, BERNARDO","658 K"
19349,"PENSAMIENTO ORGANIZATIVO I","KLIKSBERG, BERNARDO","658 K"
19350,"PENSAMIENTO ORGANIZATIVO II","KLIKSBERG, BERNARDO","658 K"
19351,"PENSAMIENTO ORGANIZATIVO II","KLIKSBERG, BERNARDO","658 K"
19352,"PENSAMIENTO ORGANIZATIVO II","KLIKSBERG, BERNARDO","658 K"
19353,"TIBURON","BENCHLEY, PETER","800 B"
19354,"REGLAS DEL METODO SOCIOLOGICO, LAS","DURKHEIM, EMILE","301 D"
19355,"REGLAS DEL METODO SOCIOLOGICO, LAS","DURKHEIM, EMILE","301 D"
19356,"REGLAS DEL METODO SOCIOLOGICO, LAS","DURKHEIM, EMILE","301 D"
19357,"REGLAS DEL METODO SOCIOLOGICO, LAS","DURKHEIM, EMILE","301 D"
19358,"TIA TULA, LA","DE UNAMUNO, MIGUEL","800 D"
19359,"TIA TULA, LA","DE UNAMUNO, MIGUEL","800 D"
19364,"INSTITUCIONES FUNDAMENTALES DEL DERECHO ADM. Y LA JURISP. VZLANA, LA","BREWER C. ALLAN","342 B"
19366,"DICCIONARIO DE LA CONJUGACION","BROWN, FORTUNATO","103 B"
19367,"DICCIONARIO DE LA CONJUGACION","BROWN, FORTUNATO","103 B"
19368,"DICCIONARIO DE LA CONJUGACION","BROWN, FORTUNATO","103 B"
19370,"MANUAL DE PRESUPUESTOS","ALLEN SWEENY, H.W.","658 A"
19371,"HISTORIA FABULADA, LA","HERRERA LUQUE, FRANCISCO","800 H"
19372,"HISTORIA VENEZOLANA EN LA DIALECTICA DEL SUB-DESARROLLO, LA  TOMO I","LOSSADA, RAMON","900 L"
19373,"HISTORIA VENEZOLANA EN LA DIALECTICA DEL SUB-DESARROLLO, LA  TOMO II","LOSSADA, RAMON","900 L"
19374,"GLOSARIO ALA DE BIBLIOTECOLOGIA Y CIENCIAS DE LA INFORMACION","YOUNG, HEARTSILL","020 Y"
19375,"PROCEDIMIENTO CIVIL DE TRANSITO, EL","FERRETO M., JAIME E.","340 F"
19378,"ECONOMIA","WONNACOTT/WONNACOTT","330 W"
19379,"ECONOMIA POLITICA 1","BARRE, RAYMOND","330 B"
19380,"ECONOMIA POLITICA 2","BARRE, RAYMOND","330 B"
19381,"PROBLEMAS Y EJERCICIOS DE ANALISIS MATEMATICO","DEMINOVICH, B.","510 D"
19382,"PROBLEMAS Y EJERCICIOS DE ANALISIS MATEMATICO","DEMINOVICH, B.","510 D"
19383,"PROBLEMAS Y EJERCICIOS DE ANALISIS MATEMATICO","DEMINOVICH, B.","510 D"
19384,"MANUAL DE LOS SISTEMAS DE INFORMACION 1","HARDMAN, W.","020 H"
19385,"MANUAL DE LOS SISTEMAS DE INFORMACION 2","HARDMAN, W.","020 H"
19386,"COMPENDIO DE DERECHO CONSTITUCIONAL GENERAL Y PARTICULAR","FAJARDO H., ANGEL","342 F"
19387,"CAPITAL Y DESARROLLO EL REY PETROLERO TOMO I","RANFEL, DOMINGO A.","900 R"
19389,"INTRODUCCION A LA EMBRIOLOGIA","BALINSKY","611 B"
19391,"POESIAS LIRICAS","LOPE DE VEGA","800 L"
19392,"ANALISIS ESTRUCTURAL DEL RELATO","BARTHES/GREIMAS/BREMOND","800 B"
19393,"PROBLEMAS ACTUALES EN TEORIA LINGUISTICA","CHOMSKY, NOAM","410CH"
19394,"FORASTERO, EL","GALLEGOS, ROMULO","800 G"
19395,"BRIZNA DE PAJA EN EL VIENTO, LA","GALLEGOS, ROMULO","800 G"
19396,"BRIZNA DE PAJA EN EL VIENTO, LA","GALLEGOS, ROMULO","800 G"
19397,"PSICOLOGIA DE LA COMUNICACION","MILLER, GEORGE A.","150 M"
19399,"CONSTITUCION DE ALEMANIA, LA","HEGEL","100 H"
19403,"NUEVA DIDACTICA ESPECIAL","DE SPENCER, ROSA","370 D"
19409,"VENEZUELA Y SU POLITICA PETROLERA","CALDERON B., HUMBERTO","900 C"
19410,"EXPLICACION CIENTIFICA, LA","HEMPEL, CARL G.","300 H"
19411,"EXPLICACION CIENTIFICA, LA","HEMPEL, CARL G.","300 H"
19412,"INVESTIGACION EDUCACIONAL","BUSOT, AURELIO","370 B"
19413,"ECOSISTEMAS Y LA ECOSFERA, LOS","SARMIENTO, GUILLERMO","574 S"
19414,"FISIOLOGIA DEL EJERCICIO","MOREHOUSE, LAURENCE","574 M"
19416,"FERTILIZANTES, LOS","BERMEJO, HERNAN","620 B"
19417,"DOCTRINA LEGISLACION SOBRE SEGUROS MERCANTILES","MORENO, ANTONIO","340 M"
19418,"MEJORE SU NATACION","THE ATHLETIC INSTITUTE","372 T"
19419,"MEJORE SU NATACION","THE ATHLETIC INSTITUTE","372 T"
19420,"MANUAL DE DERECHO","CONTRERAS, GUSTAVO","346 C"
19421,"MANUAL DE DERECHO","CONTRERAS, GUSTAVO","346 C"
19422,"CAPRICHO DE LOS DIOSES, EL","SHELDON, SIDNEY","800 S"
19423,"LECHE Y PRODUCTOS LACTEOS","PORTER,J. W. G.","574 P"
19424,"LECHE Y PRODUCTOS LACTEOS","PORTER,J. W. G.","574 P"
19425,"PSICOLOGIA Y PEDAGOGIA","MERANI, ALBERTO","150 M"
19426,"CITACION EN EL NUEVO CODIGO DE PROCEDIMIENTO CIVIL, LA","FEBRES G,NERY J.","346 F"
19427,"DERECHO INTERNACIONAL PUBLICO","GUERRA I, DANIEL","340 G"
19430,"BASKET BALL REGLAS OFICIALES ACTUALIZADAS","PANAPO","372 P"
19432,"GOLFO ES DE VENEZUELA,EL","OLAVARRIA, JORGE","900 O"
19433,"GOLFO ES DE VENEZUELA,EL","OLAVARRIA, JORGE","900 O"
19434,"GOLFO ES DE VENEZUELA,EL","OLAVARRIA, JORGE","900 O"
19435,"GOLFO ES DE VENEZUELA,EL","OLAVARRIA, JORGE","900 O"
19438,"MAPAS Y DIAGRAMAS","MONKHOUSE, F. J.","900 M"
19439,"BIOQUIMICA","TOPOREK, M.","374 T"
19440,"30 CUENTOS","PIETRI, ARTURO U.","800 P"
19441,"NARRADOR DE HISTORIA, EL","ROBBINS, HAROLD","900 R"
19442,"ELECTRA- IFIGENIA EN TAURIDE- LAS TROYAMAS","EURIPIDES","800 E"
19443,"SOCIOLOGIA Y PSICOLOGIA SOCIAL DE LA FAMILIA","JOHNSON, H. M.","301 J"
19444,"GUIA DE EDUCACION FISICA PARA MAESTROS","PEARSON, ERIC","370 P"
19445,"SEMBRAR EN BUENA TIERRA, EL -QUIEN TODO LO QUIERE","LOPE DE VEGA","800L"
19446,"MANUAL TEORICO- PRACTICO DE LA LEY DEL SEGURO SOCIAL","BOEDO C. MANUEL","340B"
19447,"PROCESO CIVILIZATORIO, EL","RIBEIRO, DARCY","909R"
19448,"MILAGRO, EL","WALLACE, IRVING","800W"
19449,"MILAGRO, EL","WALLACE, IRVING","800W"
19450,"SEPTIMO SECRETO, EL","WALLACE, IRVING","800W"
19451,"SEPTIMO SECRETO, EL","WALLACE, IRVING","800W"
19452,"BON TON NUEVO DICCCIONARIO DE BUENOS MODALES","SOTIS, LINA","403S"
19453,"INDUSTRIA CULTURAL Y SOCIEDAD DE MASAS","BELL, DONIEL","301B"
19454,"SEXUALIDAD Y LA VIDA, LA","SFORZINI,PABLO","800 S"
19455,"SEXUALIDAD Y LA VIDA, LA","SFORZINI,PABLO","800 S"
19466,"EXPLICACION DEL FENOMENO LINGUISTICO","COHEN, DAVID","410 C"
19467,"VIAJE ASTRAL","MILA, ANGEL","800 M"
19468,"SIMBOLOS DE TRANSFORMACION","JUNG C. G.","150 J"
19469,"CURSO PRACTICO DE CALCULO MERCANTIL PARA AUXILIAR DE CONTABILIDAD","REDONDO,A","657 R"
19470,"CURSO PRACTICO DE CALCULO MERCANTIL PARA AUXILIAR DE CONTABILIDAD","REDONDO,A","657 R"
19471,"TENDENCIAS DE LA JURISPRUDENCIA VENEZOLANA EN MATERIA COTENCIOSA ADM.","U.C.V.","340U"
19473,"HOMBRE CULTURAL Y EL HOMBRE BIOLOGICO, EL","CHAPPLE, ELIOT","301CH"
19474,"HOMBRE CULTURAL Y EL HOMBRE BIOLOGICO, EL","CHAPPLE, ELIOT","301CH"
19475,"HOMBRE CULTURAL Y EL HOMBRE BIOLOGICO, EL","CHAPPLE, ELIOT","301CH"
19476,"WEBSTERS NEW WORLD DICTIONARY","GURALNIK,DAVID","403 G"
19477,"DINAMICA DE LA POBLACION CASO VENEZUELA","CHEN, CHI-YI","312CH"
19478,"CONTABILIDAD ADMINISTRATIVA INTRODUCCION","HORNGREN,CHARLES","657H"
19479,"CONTABILIDAD ADMINISTRATIVA INTRODUCCION","HORNGREN,CHARLES","657H"
19480,"ENFERMEDADES DEL FRIJOL","CAMPOS AVILA,JORGE","630 C"
19481,"FUNDAMENTOS DE ADMINISTACION FINANCIERA","VAN HORNE, JAMES C.","658 V"
19482,"FUNDAMENTOS DE ADMINISTACION FINANCIERA","VAN HORNE, JAMES C.","658 V"
19483,"FUNDAMENTOS DE ADMINISTACION FINANCIERA","VAN HORNE, JAMES C.","658 V"
19484,"FUNDAMENTOS DE ADMINISTACION FINANCIERA","VAN HORNE, JAMES C.","658 V"
19485,"PSICOLOGIA DEL DESARROLLO INFANTIL","BIJOU,SIDNEY W.","155 B"
19486,"OTELO","SHAKESPEARE, WILLIAM","808 G"
19487,"BODAS DE SANGRE-YERMO","GARCIA L. FEDERICO","800 G"
19488,"CUBA; CLAVE PARA UNA CONCIENCIA EN CRISIS","MONTANER, CARLOS A.","900 M"
19489,"TERAPIA DEL COMPORTAMIENTO EN PSICOLOGIA INFALTIL","KORT ROSEMBERNG,FELICITAS","155 K"
19490,"ADMINISTRACION CONTEMPORANEA","HAMPTON, DAVID R.","658 H"
19493,"ESTADISTICA PARA ADMINISTRADORES","LEVIN, RICHARD","519 L"
19495,"MANUAL DE DERECHO PENAL (DELITOS CONTRA LA PROPIEDAD)","GRISANTI, HERNANDO","345 G"
19496,"MANUAL DE DERECHO PENAL (DELITOS CONTRA LA PROPIEDAD)","GRISANTI, HERNANDO","345 G"
19497,"MANUAL DE DERECHO PENAL (DELITOS CONTRA LA PROPIEDAD)","GRISANTI, HERNANDO","345 G"
19498,"DE LA ORACION AL PARRAFO","MARTINEZ LINA,LOURDES","415 M"
19499,"CONTABILIDAD FINANCIERA (INTRODUCCION)","HORNGNEN, CHARLES T.","657 H"
19500,"MATERIAL DE CLASE PARA DERECHO INTERNACIONAL PRIVADO I","DE MAEKELT,TATIANA B.","340 D"
19501,"MATERIAL DE CLASE PARA DERECHO INTERNACIONAL PRIVADO II","DE MAEKELT, TATIANA B.","340 D"
19502,"AGRICULTURA EN VENEZUELA, LA","CENDES","630 C"
19503,"AUTOFINANCIACION Y TESORERIA EN LA EMPRESA","CAÑIBANO CALVO, LEANDRO","658 C"
19504,"TERAPIA DE JUEGO","AXLINE, VIRGINIA M.","515 A"
19505,"MEJORE SU TENIS","MOTTRAN,TONY","796 M"
19506,"VIDA Y DOCTRINA DE LOS GRANDES ECONOMISTAS","HEILBRONER, ROBERT L.","330 H"
19507,"MODELOS CUANTITATIVOS PARA ADMINISTRACION","DAWIS, K. ROSCOE","658 D"
19508,"MODELOS CUANTITATIVOS PARA ADMINISTRACION","DAWIS, K. ROSCOE","658 D"
19509,"MODELOS CUANTITATIVOS PARA ADMINISTRACION","DAWIS, K. ROSCOE","658 D"
19510,"MODELOS CUANTITATIVOS PARA ADMINISTRACION","DAWIS, K. ROSCOE","658 D"
19511,"MODELOS CUANTITATIVOS PARA ADMINISTRACION","DAWIS, K. ROSCOE","658 D"
19512,"MODELOS CUANTITATIVOS PARA ADMINISTRACION","DAWIS, K. ROSCOE","658 D"
19525,"PSICOLOGIA DE LA INTELIGENCIA","PIAGET, JEAN","150 P"
19526,"PSICOLOGIA DE LA INTELIGENCIA","PIAGET, JEAN","150 P"
19527,"PSICOLOGIA DE LA INTELIGENCIA","PIAGET, JEAN","150 P"
19528,"PSICOLOGIA DE LA INTELIGENCIA","PIAGET, JEAN","150 P"
19529,"PSICOLOGIA DE LA INTELIGENCIA","PIAGET, JEAN","150 P"
19530,"PSICOLOGIA DE LA INTELIGENCIA","PIAGET, JEAN","150 P"
19531,"PSICOLOGIA DE LA INTELIGENCIA","PIAGET, JEAN","150 P"
19532,"PSICOLOGIA DE LA INTELIGENCIA","PIAGET, JEAN","150 P"
19533,"COMUNICACION Y CULTURA DE MASAS","PASCUALI, ANTONIO","070 P"
19534,"COMUNICACION Y CULTURA DE MASAS","PASCUALI, ANTONIO","070 P"
19535,"COMUNICACION Y CULTURA DE MASAS","PASCUALI, ANTONIO","070 P"
19536,"PSICOLOGIA Y PSICOPATOLOGIA DEL DESARROLLO","STONE, L.J.","150 S"
19537,"PSICOLOGIA Y PSICOPATOLOGIA DEL DESARROLLO","STONE, L.J.","150 S"
19538,"PSICOLOGIA Y PSICOPATOLOGIA DEL DESARROLLO","STONE, L.J.","150 S"
19539,"PSICOLOGIA Y PSICOPATOLOGIA DEL DESARROLLO","STONE, L.J.","150 S"
19540,"ESTADO Y COMUNICACION SOCIAL","ARRIAGA, PATRICIA","070 A"
19541,"PARA COMPRENDER LA HISTORIA","BROM, JUAN","900 B"
19542,"PARA COMPRENDER LA HISTORIA","BROM, JUAN","900 B"
19543,"TRANSICION DEL FEUDALISMO AL CAPITALISMO, LA","DOBB, MAURICE","900 D"
19544,"TRANSICION DEL FEUDALISMO AL CAPITALISMO, LA","DOBB, MAURICE","900 D"
19545,"TRANSICION DEL FEUDALISMO AL CAPITALISMO, LA","DOBB, MAURICE","900 D"
19546,"TRANSICION DEL FEUDALISMO AL CAPITALISMO, LA","DOBB, MAURICE","900 D"
19547,"TRAS LAS OCHO COLUMNAS","BRODER, DAVID S.","070 B"
19548,"REGIMEN JURIDICO DE RADIO Y TELEVISION","FUENMAYOR E. ALEJANDRO","070 F"
19549,"REGIMEN JURIDICO DE RADIO Y TELEVISION","FUENMAYOR E. ALEJANDRO","070 F"
19550,"REGIMEN JURIDICO DE RADIO Y TELEVISION","FUENMAYOR E. ALEJANDRO","070 F"
19551,"REGIMEN JURIDICO DE RADIO Y TELEVISION","FUENMAYOR E. ALEJANDRO","070 F"
19552,"FORMACION HISTORICO SOCIAL DE VENEZUELA","CENDES/U.C.V.","900 C"
19553,"HOJARASCA, LA","GARCIA M. GABRIEL","800 G"
19554,"HOJARASCA, LA","GARCIA M. GABRIEL","800 G"
19555,"INTRODUCCION A LA SOCIOLOGIA","CHINOY, ELY","301CH"
19556,"INTRODUCCION A LA SOCIOLOGIA","CHINOY, ELY","301CH"
19557,"INTRODUCCION A LA SOCIOLOGIA","CHINOY, ELY","301CH"
19558,"INTRODUCCION A LA SOCIOLOGIA","CHINOY, ELY","301CH"
19559,"INTRODUCCION A LA SOCIOLOGIA","CHINOY, ELY","301CH"
19560,"INTRODUCCION A LA SOCIOLOGIA","CHINOY, ELY","301CH"
19561,"INTRODUCCION A LA SOCIOLOGIA","CHINOY, ELY","301CH"
19562,"INTRODUCCION A LA SOCIOLOGIA","CHINOY, ELY","301CH"
19563,"INTRODUCCION A LA SOCIOLOGIA","CHINOY, ELY","301CH"
19564,"INTRODUCCION A LA SOCIOLOGIA","CHINOY, ELY","301CH"
19565,"INTRODUCCION A LA SOCIOLOGIA","CHINOY, ELY","301CH"
19566,"INTRODUCCION A LA SOCIOLOGIA","CHINOY, ELY","301CH"
19567,"INTRODUCCION A LA SOCIOLOGIA","CHINOY, ELY","301CH"
19568,"HACIA UNA DIDACTICA GENERAL DINAMICA","NERICI,IMIDEO G.","370 N"
19569,"HACIA UNA DIDACTICA GENERAL DINAMICA","NERICI,IMIDEO G.","370 N"
19570,"ECONOMIA INTERNACIONAL","SALVATORE, DOMINICK","330 S"
19571,"ECONOMIA INTERNACIONAL","SALVATORE, DOMINICK","330 S"
19572,"GENETICA","STANSFIELD,WILLIAM","575 S"
19573,"GENETICA","STANSFIELD,WILLIAM","575 S"
19576,"PRINCIPIOS DE CONTABILIDAD GENERALMENTE ACEPTADOS","INSTITUTO MEXICANO DE CONT PUB","657 I"
19577,"PRINCIPIOS DE CONTABILIDAD GENERALMENTE ACEPTADOS","INSTITUTO MEXICANO DE CONT PUB","657 I"
19578,"DERECHO ROMANO","ARTILES, SEBASTIAN","340 A"
19579,"DERECHO ROMANO","ARTILES, SEBASTIAN","340 A"
19582,"OFICIO DE DIFUNTOS","USLAR P., ARTURO","800 U"
19583,"OFICIO DE DIFUNTOS","USLAR P., ARTURO","800 U"
19584,"OFICIO DE DIFUNTOS","USLAR P., ARTURO","800 U"
19585,"OFICIO DE DIFUNTOS","USLAR P., ARTURO","800 U"
19586,"OFICIO DE DIFUNTOS","USLAR P., ARTURO","800 U"
19587,"MANUAL DE DERECHO ADMINISTRATIVO","LARES M. ELOY","342 L"
19593,"CURSO DE DERECHO ROMANO","MONTES, ANGEL C.","340 M"
19594,"CURSO DE DERECHO ROMANO","MONTES, ANGEL C.","340 M"
19595,"OBLIGACIONES CIVILES","CASAS R, CESAR","346 C"
19596,"FINANZAS PUBLICAS Y LEGISLACION FISCAL VENEZOLANA TOMO I","GONZALEZ O. JOSE G.","343 G"
19597,"FINANZAS PUBLICAS Y LEGISLACION FISCAL VENEZOLANA TOMO II","GONZALEZ O. JOSE G.","343 G"
19598,"FINANZAS PUBLICAS Y LEGISLACION FISCAL VENEZOLANA TOMO III","GONZALEZ O, JOSE G.","343 G"
19599,"PSICOLOGIA EVOLUTIVA DE 1 A 16 AÑOS","GESELL, ARNOLD","155 G"
19600,"PSICOLOGIA EVOLUTIVA DE 1 A 16 AÑOS","GESELL, ARNOLD","155 G"
19601,"DERECHO ADMINISTRATIVO TOMO I","BREWER C. ALLAN","342 B"
19602,"DERECHO ADMINISTRATIVO","BREWER C. ALLAN","342 B"
19603,"FUNDAMENTOS DE ADMINISTRACION PUBLICA TOMO I","BREWER C. ALLAN","342 B"
19604,"DESARROLLO DE LA COMPRENSION EN EL NIÑO PEQUEÑO SEGUN PIAGET, EL","ISAACS, NATHAN","155 I"
19605,"DESARROLLO DE LA COMPRENSION EN EL NIÑO PEQUEÑO SEGUN PIAGET, EL","ISAACS, NATHAN","155 I"
19606,"MATERIALISMO Y CIENCIA","BUNGE, MARIO","100 B"
19607,"REGLAMENTACION INTERNACIONAL DE ATLETISMO","F.I.A.A.","372 F"
19608,"REBELION Y OTROS CUENTOS, LA","GALLEGOS, ROMULO","800 G"
19609,"REBELION Y OTROS CUENTOS, LA","GALLEGOS, ROMULO","800 G"
19610,"REBELION Y OTROS CUENTOS, LA","GALLEGOS, ROMULO","800 G"
19617,"TECNICAS DOCUMENTALES FUENTES DE INFORMACION","AMAT NOQUERA, NURIA","025 A"
19618,"TECNICAS DOCUMENTALES FUENTES DE INFORMACION","AMAT NOQUERA, NURIA","025 A"
19619,"TECNICAS DOCUMENTALES FUENTES DE INFORMACION","AMAT NOQUERA, NURIA","025 A"
19620,"DICCIONARIO JURIDICO ELEMENTAL","CABANELLAS, GUILLERMO","103 C"
19621,"DICCIONARIO JURIDICO ELEMENTAL","CABANELLAS, GUILLERMO","103 C"
